,Buffett,CAPE,M2_YoY,VIX,CI_Loans_YoY,FedBalanceSheet_YoY,RRP_YoY,HY_Spread,IG_Spread,VolTerm,Pressure_raw,Trigger_raw,Buffett_z,CAPE_z,M2_YoY_z,VIX_z,CI_Loans_z,FedBalanceSheet_z,RRP_z,HY_Spread_z,IG_Spread_z,VolTerm_z,Pressure_z,Trigger_z,Composite,Composite_real_time,SP500,SPX_Drawdown
2013-12-31,114.3809,24.8619,4.8144,13.7200,6.3676,38.7052,0.0000,4.3900,2.4824,0.9300,48.5368,-7.0624,1.3128,-0.0102,-0.1977,-0.8788,0.2451,1.1612,0.0000,0.0000,0.2050,-0.1030,0.5159,0.0025,0.3818,0.1944,1848.3600,0.0000
2014-01-31,112.0499,24.8596,6.0842,18.4100,7.0437,36.3424,0.0000,4.3900,2.3348,0.9217,47.9844,-7.5986,1.1989,-0.0105,0.3276,-0.2615,0.3222,1.0570,0.0000,0.0000,0.0192,-0.1192,0.5036,-0.1747,0.1408,0.1733,1782.5900,-0.0356
2014-02-28,116.1083,24.5909,6.5629,14.0000,9.1592,34.6008,0.0000,4.3900,2.3900,0.9363,49.9528,-6.7782,1.3818,-0.0486,0.5251,-0.8400,0.5646,0.9798,0.0000,0.0000,0.0887,-0.0897,0.6326,-0.0951,0.3066,0.1965,1859.4500,0.0000
2014-03-31,115.2397,24.9560,5.4282,13.8800,8.5111,31.9998,0.0000,4.3900,2.3410,0.9187,49.5690,-6.2369,1.3351,0.0034,0.0538,-0.8534,0.4889,0.8668,0.0000,0.0000,0.0267,-0.1244,0.6091,-0.0236,0.4084,0.2628,1872.3400,0.0000
2014-04-30,116.4906,24.7863,6.5189,13.4100,9.5147,29.5085,0.0000,4.3900,2.1990,0.9349,50.2639,-5.9876,1.3867,-0.0208,0.5064,-0.9126,0.6034,0.7589,0.0000,0.0000,-0.1526,-0.0919,0.6564,-0.0853,0.3528,0.3558,1883.9500,0.0000
2014-05-31,118.3047,24.9433,6.6486,11.4000,10.3820,27.6954,0.0000,4.3900,2.2038,0.8761,51.2100,-5.4677,1.4635,0.0016,0.5592,-1.1731,0.7019,0.6802,0.0000,0.0000,-0.1463,-0.2088,0.7223,-0.0602,0.4196,0.3183,1923.5699,0.0000
2014-06-30,118.6671,25.5580,6.1964,11.5700,10.3905,25.5752,0.0000,4.3900,2.2000,0.8676,51.5385,-5.1263,1.4726,0.0894,0.3700,-1.1463,0.7012,0.5886,0.0000,0.0000,-0.1509,-0.2249,0.7544,-0.0269,0.4972,0.3680,1960.2300,0.0000
2014-07-31,116.4747,25.8175,6.6257,16.9500,10.5481,23.3731,0.0000,4.3900,2.1923,0.9071,50.9468,-5.6371,1.3646,0.1263,0.5481,-0.4368,0.7176,0.4938,0.0000,0.0000,-0.1604,-0.1455,0.7362,-0.1301,0.3580,0.3242,1930.6700,-0.0151
2014-08-31,121.4005,25.6176,6.3084,12.0900,11.7264,21.1082,0.0000,4.3900,2.2705,0.8991,52.9148,-4.5639,1.5834,0.0975,0.4147,-1.0741,0.8517,0.3964,0.0000,0.0000,-0.0608,-0.1609,0.8442,0.0059,0.5965,0.3896,2003.3700,0.0000
2014-09-30,116.4547,25.9184,5.6615,16.3100,12.3312,19.4169,0.0000,4.3900,2.2681,0.8881,51.5681,-4.8346,1.3489,0.1405,0.1436,-0.5165,0.9191,0.3235,0.0000,0.0000,-0.0637,-0.1824,0.8028,-0.0281,0.5363,0.4553,1972.2900,-0.0155
2014-10-31,119.8796,25.1627,5.6694,14.0300,11.7314,16.7393,0.0000,4.3900,2.3826,0.9623,52.2579,-4.1005,1.4989,0.0317,0.1467,-0.8153,0.8472,0.2086,0.0000,0.0000,0.0825,-0.0339,0.7926,0.0727,0.6506,0.5798,2018.0500,0.0000
2014-11-30,121.8035,26.6068,5.7381,13.3300,12.5050,14.2657,0.0000,4.3900,2.4568,0.8434,53.6385,-3.6634,1.5784,0.2394,0.1753,-0.9051,0.9341,0.1024,0.0000,0.0000,0.1771,-0.2708,0.9173,0.0763,0.7325,0.5937,2067.5601,0.0000
2014-12-31,120.7380,26.7941,5.9417,19.2000,11.9797,11.7809,0.0000,4.3900,2.5305,0.8886,53.1706,-4.1591,1.5214,0.2660,0.2604,-0.1293,0.8707,-0.0043,0.0000,0.0000,0.2710,-0.1798,0.8860,-0.0051,0.6147,0.5633,2058.8999,-0.0042
2015-01-31,116.9459,26.4923,5.8384,20.9700,12.7143,9.7005,0.0000,4.3900,2.5730,0.9430,52.0508,-4.0861,1.3417,0.2220,0.2166,0.1048,0.9530,-0.0936,0.0000,0.0000,0.3250,-0.0709,0.8389,0.0038,0.5877,0.4962,1994.9900,-0.0351
2015-02-28,124.1349,26.9955,6.3218,13.3400,11.4325,7.8547,0.0000,4.3900,2.5316,0.8519,54.1876,-2.8204,1.6604,0.2943,0.4197,-0.9040,0.8021,-0.1728,0.0000,0.0000,0.2713,-0.2522,0.9190,0.0966,0.7521,0.6605,2104.5000,0.0000
2015-03-31,122.0371,26.7286,5.8107,15.2900,12.4400,6.0003,0.0000,4.3900,2.4964,0.8593,53.7353,-2.7651,1.5562,0.2552,0.2035,-0.6440,0.9164,-0.2523,0.0000,0.0000,0.2256,-0.2366,0.9093,0.0974,0.7553,0.6566,2067.8899,-0.0174
2015-04-30,121.4960,26.7914,5.6433,14.5500,11.9342,4.0840,0.0000,4.3900,2.5476,0.8425,53.4072,-2.3567,1.5235,0.2639,0.1325,-0.7404,0.8553,-0.3345,0.0000,0.0000,0.2912,-0.2693,0.8809,0.1378,0.7834,0.7136,2085.5100,-0.0090
2015-05-31,123.2830,26.8061,5.6340,13.8400,12.1529,3.2694,0.0000,4.3900,2.6910,0.8546,54.0806,-2.1154,1.5956,0.2656,0.1283,-0.8324,0.8783,-0.3691,0.0000,0.0000,0.4754,-0.2445,0.9132,0.1863,0.8559,0.7829,2107.3899,0.0000
2015-06-30,119.9142,26.4959,5.4430,18.2300,11.9501,2.9006,0.0000,4.3900,2.7618,0.8968,52.7867,-2.6464,1.4361,0.2200,0.0472,-0.2487,0.8524,-0.3844,0.0000,0.0000,0.5657,-0.1595,0.8362,0.1417,0.7489,0.7387,2063.1101,-0.0210
2015-07-31,121.0753,26.3811,5.2693,12.1200,11.0779,1.7892,0.0000,4.3900,2.8773,0.8852,52.8448,-1.5751,1.4811,0.2029,-0.0266,-1.0583,0.7491,-0.4318,0.0000,0.0000,0.7134,-0.1821,0.8111,0.2926,0.9049,0.8520,2103.8401,-0.0017
2015-08-31,113.7671,25.6937,5.6583,28.4300,11.5938,1.3904,0.0000,4.3900,3.0210,0.9643,50.3515,-3.8719,1.1471,0.1023,0.1388,1.1080,0.8071,-0.4483,0.0000,0.0000,0.8970,-0.0240,0.6855,0.0106,0.4635,0.5763,1972.1801,-0.0642
2015-09-30,109.6056,24.4968,5.5491,24.5000,11.0884,0.7607,0.0000,4.3900,3.1681,0.9857,48.3969,-3.1809,0.9566,-0.0727,0.0921,0.5840,0.7464,-0.4747,0.0000,0.0000,1.0839,0.0189,0.5434,0.1288,0.4825,0.5586,1920.0300,-0.0889
2015-10-31,116.8766,25.4914,5.3843,15.0700,11.2745,0.0576,0.0000,4.3900,3.2709,0.8580,51.2142,-1.7133,1.2793,0.0730,0.0217,-0.6700,0.7662,-0.5044,0.0000,0.0000,1.2123,-0.2358,0.7062,0.3042,0.7993,0.6621,2079.3601,-0.0133
2015-11-30,117.7975,26.2259,5.5688,16.1300,10.3678,-0.1971,0.0000,4.3900,3.1940,0.8626,51.4637,-1.8650,1.3152,0.1805,0.1004,-0.5277,0.6590,-0.5145,0.0000,0.0000,1.1090,-0.2258,0.7182,0.2607,0.7685,0.7200,2080.4099,-0.0128
2015-12-31,115.4858,25.9654,5.6516,18.2100,10.0918,-0.2462,0.0000,4.3900,3.2123,0.8904,50.5143,-2.1604,1.2065,0.1420,0.1357,-0.2498,0.6255,-0.5156,0.0000,0.0000,1.1286,-0.1697,0.6580,0.2269,0.6827,0.6148,2043.9399,-0.0301
2016-01-31,107.4481,24.2062,6.3229,20.2000,9.9673,-0.3937,0.0000,4.3900,3.3626,0.9737,47.2072,-2.4861,0.8428,-0.1168,0.4229,0.0160,0.6096,-0.5210,0.0000,0.0000,1.3174,-0.0032,0.4452,0.1995,0.4589,0.6242,1940.2400,-0.0793
2016-02-29,107.6716,24.0026,5.3256,20.5500,9.2745,0.0684,0.0000,4.3900,3.5590,0.9422,46.9829,-2.4361,0.8506,-0.1466,-0.0055,0.0628,0.5276,-0.4998,0.0000,0.0000,1.5627,-0.0660,0.4105,0.2770,0.5354,0.4890,1932.2300,-0.0831
2016-03-31,115.3369,25.3723,6.4101,13.9500,9.6088,0.0232,0.0000,4.3900,3.2445,0.8363,50.1060,-1.7018,1.1912,0.0556,0.4602,-0.8196,0.5656,-0.5009,0.0000,0.0000,1.1534,-0.2770,0.6041,0.2481,0.6391,0.6075,2059.7400,-0.0226
2016-04-30,115.3996,25.9223,7.0287,15.7000,9.9285,0.0708,0.0000,4.3900,2.9740,0.8206,50.4168,-2.0878,1.1896,0.1367,0.7250,-0.5838,0.6018,-0.4978,0.0000,0.0000,0.8029,-0.3073,0.6427,0.1217,0.5239,0.4556,2065.3000,-0.0200
2016-05-31,117.4142,25.6947,6.2846,14.1900,9.7690,-0.0643,0.0000,4.3900,2.8732,0.8320,50.9593,-1.7593,1.2751,0.1028,0.4035,-0.7845,0.5819,-0.5028,0.0000,0.0000,0.6715,-0.2836,0.6533,0.1817,0.6316,0.4181,2096.9500,-0.0050
2016-06-30,115.7548,25.8404,6.5507,15.6300,8.8940,-0.2824,0.0000,4.3900,2.8809,0.9077,50.1631,-1.9600,1.1961,0.1242,0.5174,-0.5899,0.4783,-0.5114,0.0000,0.0000,0.6800,-0.1320,0.5996,0.1617,0.5731,0.5704,2098.8601,-0.0040
2016-07-31,120.3383,26.6940,7.0884,11.8700,8.8517,-0.4678,0.0000,4.3900,2.7174,0.8029,51.9613,-1.5115,1.3956,0.2506,0.7479,-1.0917,0.4724,-0.5186,0.0000,0.0000,0.4680,-0.3405,0.7062,0.1414,0.6232,0.5391,2173.6001,0.0000
2016-08-31,120.5910,26.9489,6.9810,13.4200,7.4316,-0.4017,0.0000,4.3900,2.6886,0.7918,51.6572,-1.7327,1.4006,0.2881,0.6999,-0.8810,0.3048,-0.5147,0.0000,0.0000,0.4300,-0.3615,0.6645,0.1092,0.5682,0.4939,2170.9500,-0.0012
2016-09-30,119.6442,26.7279,7.0949,13.2900,7.9924,-0.7161,0.0000,4.3900,2.6810,0.8330,51.4548,-1.6807,1.3525,0.2548,0.7475,-0.8961,0.3703,-0.5275,0.0000,0.0000,0.4194,-0.2784,0.6592,0.1167,0.5701,0.4984,2168.2700,-0.0025
2016-10-31,116.7713,26.5251,6.6932,17.0600,8.2532,-0.7799,0.0000,4.3900,2.6129,0.8748,50.5166,-2.1565,1.2195,0.2242,0.5724,-0.3885,0.4004,-0.5293,0.0000,0.0000,0.3307,-0.1941,0.6147,0.0689,0.4972,0.4514,2126.1499,-0.0218
2016-11-30,122.1405,26.8510,7.0950,13.3300,7.0377,-0.7093,0.0000,4.3900,2.5676,0.8929,52.0097,-1.6950,1.4525,0.2724,0.7448,-0.8883,0.2563,-0.5252,0.0000,0.0000,0.2715,-0.1576,0.6604,0.1118,0.5885,0.5506,2198.8101,0.0000
2016-12-31,122.3315,27.8651,6.7142,14.0400,6.4390,-0.7831,0.0000,4.3900,2.3352,0.7933,52.2118,-1.7789,1.4542,0.4234,0.5785,-0.7908,0.1852,-0.5275,0.0000,0.0000,-0.0303,-0.3557,0.6876,0.0505,0.5620,0.4503,2238.8301,0.0000
2017-01-31,124.8633,28.0636,5.7752,11.9900,5.6191,-0.6584,0.0000,4.3900,2.2280,0.8000,52.8487,-1.3841,1.5589,0.4523,0.1706,-1.0636,0.0880,-0.5210,0.0000,0.0000,-0.1695,-0.3413,0.6997,0.1290,0.7032,0.4979,2278.8701,0.0000
2017-02-28,129.3755,28.6551,6.1143,12.9200,4.9670,-0.4698,0.0000,4.3900,2.2221,0.8120,54.3325,-1.5915,1.7488,0.5400,0.3175,-0.9357,0.0106,-0.5116,0.0000,0.0000,-0.1769,-0.3162,0.7664,0.0910,0.7120,0.5962,2363.6399,0.0000
2017-03-31,127.3333,29.0869,5.8154,12.3700,2.0444,-0.2949,0.0000,4.3900,2.2000,0.8339,52.8215,-1.4952,1.6492,0.6036,0.1871,-1.0068,-0.3362,-0.5029,0.0000,0.0000,-0.2055,-0.2717,0.6389,0.1208,0.6791,0.6625,2362.7200,-0.0004
2017-04-30,129.2277,28.9042,6.1487,10.8200,1.6510,-0.1011,0.0000,4.3900,2.2721,0.9266,53.2610,-1.3256,1.7227,0.5750,0.3319,-1.2113,-0.3823,-0.4934,0.0000,0.0000,-0.1111,-0.0861,0.6385,0.1680,0.7318,0.6858,2384.2000,0.0000
2017-05-31,129.9199,29.3133,6.0656,10.4100,0.7897,-0.0332,0.0000,4.3900,2.2459,0.8305,53.3410,-1.2823,1.7428,0.6352,0.2951,-1.2617,-0.4841,-0.4895,0.0000,0.0000,-0.1452,-0.2774,0.6313,0.1477,0.7038,0.6517,2411.8000,0.0000
2017-06-30,129.5662,29.7485,5.6331,11.1800,0.8476,-0.0702,0.0000,4.3900,2.1832,0.8235,53.3874,-1.3352,1.7172,0.6992,0.1059,-1.1541,-0.4763,-0.4903,0.0000,0.0000,-0.2270,-0.2906,0.6467,0.1459,0.7295,0.6341,2423.4099,0.0000
2017-07-31,131.8154,30.0022,5.3434,10.2600,1.1533,0.0176,0.0000,4.3900,2.0715,0.8116,54.3236,-1.1926,1.8044,0.7358,-0.0209,-1.2729,-0.4390,-0.4855,0.0000,0.0000,-0.3729,-0.3135,0.7004,0.1561,0.7972,0.6608,2470.3000,0.0000
2017-08-31,132.2229,29.9150,5.4529,10.5900,1.6009,-0.1244,0.0000,4.3900,2.1009,0.8489,54.5796,-1.2255,1.8108,0.7210,0.0271,-1.2241,-0.3849,-0.4909,0.0000,0.0000,-0.3338,-0.2381,0.7156,0.1594,0.8086,0.7503,2471.6499,0.0000
2017-09-30,133.3070,30.1681,5.2779,9.5100,1.6808,0.0822,0.0000,4.3900,2.1015,0.7834,55.0520,-1.0850,1.8460,0.7575,-0.0497,-1.3634,-0.3747,-0.4809,0.0000,0.0000,-0.3324,-0.3680,0.7429,0.1705,0.8404,0.7653,2519.3601,0.0000
2017-10-31,136.1951,30.9204,4.9055,10.1800,0.9984,0.1525,0.0000,4.3900,1.9568,0.8207,56.0380,-1.1529,1.9573,0.8689,-0.2131,-1.2688,-0.4557,-0.4769,0.0000,0.0000,-0.5221,-0.2926,0.7902,0.1634,0.9016,0.7836,2575.2600,0.0000
2017-11-30,139.5927,31.2989,4.7416,11.2800,0.6688,-0.1735,0.0000,4.3900,1.9162,0.8061,57.1868,-1.2480,2.0876,0.9235,-0.2848,-1.1178,-0.4944,-0.4906,0.0000,0.0000,-0.5745,-0.3209,0.8389,0.1425,0.9265,0.7953,2647.5801,0.0000
2017-12-31,138.4230,32.0861,4.8513,11.0400,1.4668,-0.0622,0.0000,4.3900,1.8210,0.8066,57.3253,-1.2588,2.0224,1.0393,-0.2361,-1.1461,-0.3978,-0.4847,0.0000,0.0000,-0.6987,-0.3189,0.8880,0.1213,0.9390,0.8455,2673.6101,0.0000
2018-01-31,146.3915,33.3073,4.3355,13.5400,1.1757,-0.7781,0.0000,4.3900,1.6724,0.8375,60.2915,-1.4568,2.3410,1.2194,-0.4630,-0.8095,-0.4321,-0.5159,0.0000,0.0000,-0.8927,-0.2564,1.0428,0.0913,1.0628,0.8032,2823.8101,0.0000
2018-02-28,140.4409,32.0354,3.9469,19.8500,1.6170,-1.4495,0.0000,4.3900,1.6500,1.0639,58.0311,-2.1777,2.0724,1.0244,-0.6335,0.0354,-0.3784,-0.5451,0.0000,0.0000,-0.9198,0.1958,0.9061,0.0599,0.9485,0.9188,2713.8301,-0.0389
2018-03-31,134.2922,31.8084,3.9481,19.9700,3.1835,-1.7321,0.0000,4.3900,1.7976,0.9665,56.4280,-2.1474,1.8014,0.9874,-0.6317,0.0515,-0.1892,-0.5567,0.0000,0.0000,-0.7232,0.0010,0.8665,0.0593,0.8804,0.9034,2640.8701,-0.0648
2018-04-30,134.9155,30.9702,3.5207,15.9300,4.9399,-2.1757,0.0000,4.3900,1.8000,0.9644,56.9418,-1.4458,1.8165,0.8587,-0.8190,-0.4902,0.0227,-0.5756,0.0000,0.0000,-0.7185,-0.0033,0.8993,0.1662,1.0261,1.0015,2648.0500,-0.0622
2018-05-31,139.5919,31.2436,3.8177,15.4300,5.3391,-2.9686,0.0000,4.3900,1.8477,0.8988,58.7249,-1.3061,1.9986,0.8977,-0.6860,-0.5564,0.0709,-0.6101,0.0000,0.0000,-0.6540,-0.1341,0.9891,0.1521,1.0614,1.0262,2705.2700,-0.0420
2018-06-30,137.6690,31.6306,4.0544,16.0900,5.9728,-3.5367,0.0000,4.3900,1.9224,0.8828,58.4241,-1.3446,1.9055,0.9536,-0.5800,-0.4668,0.1474,-0.6345,0.0000,0.0000,-0.5541,-0.1655,1.0022,0.1374,1.0363,1.0437,2718.3701,-0.0373
2018-07-31,142.9887,31.8864,3.6544,12.8300,5.9485,-4.2014,0.0000,4.3900,1.9024,0.8654,60.2745,-0.7322,2.1107,0.9894,-0.7557,-0.9037,0.1443,-0.6631,0.0000,0.0000,-0.5795,-0.1997,1.0815,0.2205,1.2078,1.0367,2816.2900,-0.0027
2018-08-31,146.8171,32.3903,3.7460,12.8600,6.1451,-5.2432,0.0000,4.3900,1.8770,0.8350,61.7841,-0.6087,2.2500,1.0623,-0.7136,-0.8974,0.1679,-0.7087,0.0000,0.0000,-0.6121,-0.2598,1.1601,0.2068,1.2514,1.1325,2901.5200,0.0000
2018-09-30,145.1145,32.6229,3.6993,12.1200,5.5301,-5.8970,0.0000,4.3900,1.8795,0.8477,61.0892,-0.4007,2.1624,1.0941,-0.7327,-0.9944,0.0930,-0.7367,0.0000,0.0000,-0.6076,-0.2338,1.1165,0.2318,1.2526,1.2133,2913.9800,0.0000
2018-10-31,134.6139,31.0380,3.2428,21.2300,7.0791,-7.0952,0.0000,4.3900,1.9104,0.9952,57.5770,-1.4403,1.7222,0.8528,-0.9332,0.2333,0.2811,-0.7891,0.0000,0.0000,-0.5654,0.0610,0.9520,0.1407,1.0275,1.0631,2711.7400,-0.0694
2018-11-30,136.7568,30.1956,3.0592,18.0700,8.1940,-7.6921,0.0000,4.3900,2.1010,0.9706,58.3821,-0.8536,1.7991,0.7240,-1.0120,-0.1929,0.4163,-0.8142,0.0000,0.0000,-0.3114,0.0118,0.9798,0.2456,1.1496,1.1331,2760.1699,-0.0528
2018-12-31,123.0465,28.2919,4.0988,25.4200,9.8608,-8.3855,0.0000,4.3900,2.3011,1.0616,53.7331,-1.9115,1.2360,0.4356,-0.5488,0.7987,0.6186,-0.8435,0.0000,0.0000,-0.0447,0.1933,0.7634,0.1060,0.7643,1.1204,2506.8501,-0.1397
2019-01-31,133.3498,28.3802,4.2504,16.5700,10.0969,-8.5885,0.0000,4.3900,2.4062,0.9672,57.2756,-0.6384,1.6470,0.4482,-0.4805,-0.3974,0.6461,-0.8507,0.0000,0.0000,0.0954,0.0044,0.9138,0.2612,1.0409,0.9996,2704.1001,-0.0720
2019-02-28,138.4455,29.5415,3.8828,14.7800,10.0609,-9.5327,0.0000,4.3900,2.2711,0.9139,59.3493,-0.2222,1.8428,0.6229,-0.6430,-0.6385,0.6405,-0.8913,0.0000,0.0000,-0.0850,-0.1018,1.0354,0.2837,1.1817,1.0694,2784.4900,-0.0444
2019-03-31,138.8486,29.5762,3.8773,13.7100,10.0448,-9.9399,0.0000,4.3900,2.2648,0.8981,59.4899,-0.0135,1.8477,0.6270,-0.6442,-0.7818,0.6373,-0.9074,0.0000,0.0000,-0.0933,-0.1331,1.0373,0.3010,1.2025,1.1020,2834.3999,-0.0273
2019-04-30,144.1763,30.1335,4.0532,13.1200,7.1463,-10.1675,0.0000,4.3900,2.1710,0.8580,60.4854,0.0590,2.0479,0.7100,-0.5647,-0.8597,0.2820,-0.9154,0.0000,0.0000,-0.2186,-0.2126,1.0133,0.2727,1.1738,1.0911,2945.8301,0.0000
2019-05-31,134.3465,29.2420,4.3739,18.7100,6.9515,-11.0011,0.0000,4.3900,2.2332,0.9556,56.8467,-0.6434,1.6446,0.5737,-0.4208,-0.1015,0.2577,-0.9507,0.0000,0.0000,-0.1350,-0.0174,0.8253,0.1887,0.9231,1.0415,2752.0601,-0.0658
2019-06-30,141.3569,29.2838,4.8333,15.0800,6.8008,-11.1178,0.0000,4.3900,2.3865,0.9380,59.1472,-0.1544,1.9133,0.5789,-0.2150,-0.5933,0.2389,-0.9535,0.0000,0.0000,0.0709,-0.0526,0.9104,0.2543,1.0431,0.9906,2941.7600,-0.0014
2019-07-31,143.8928,29.9867,5.1615,16.1200,6.5011,-11.1981,0.0000,4.3900,2.2200,0.8715,60.1268,-0.3717,2.0007,0.6845,-0.0680,-0.4512,0.2017,-0.9547,0.0000,0.0000,-0.1529,-0.1849,0.9623,0.1623,0.9785,0.9663,2980.3799,0.0000
2019-08-31,139.3767,28.7054,5.0195,18.9800,6.8988,-10.8788,0.0000,4.3900,2.2473,0.9754,58.3270,-0.7869,1.8105,0.4886,-0.1315,-0.0620,0.2503,-0.9378,0.0000,0.0000,-0.1160,0.0227,0.8498,0.1483,0.8799,0.8995,2926.4600,-0.0181
2019-09-30,139.7584,29.2295,5.7932,16.2400,6.7877,-7.9943,0.0000,4.3900,2.2150,0.8748,58.5919,-0.9370,1.8150,0.5675,0.2156,-0.4346,0.2363,-0.8051,0.0000,0.0000,-0.1593,-0.1781,0.8729,0.0981,0.8093,0.8788,2976.7400,-0.0012
2019-10-31,142.8597,28.8411,6.6039,13.2200,5.0316,-2.8965,0.0000,4.3900,2.2183,0.8800,58.9108,-1.3484,1.9251,0.5074,0.5790,-0.8446,0.0196,-0.5727,0.0000,0.0000,-0.1547,-0.1671,0.8174,0.0738,0.7248,0.8761,3037.5601,0.0000
2019-11-30,147.1082,29.8369,7.1492,12.6200,4.0212,-1.0811,0.0000,4.3900,2.1280,0.8097,60.3221,-1.6229,2.0774,0.6581,0.8225,-0.9242,-0.1051,-0.4895,0.0000,0.0000,-0.2763,-0.3068,0.8768,0.0011,0.6812,0.6578,3140.9800,0.0000
2019-12-31,149.9230,30.3318,6.3698,13.7800,1.6712,2.2071,0.0000,4.3900,2.0157,0.8531,60.6420,-2.1569,2.1708,0.7322,0.4709,-0.7642,-0.3952,-0.3394,0.0000,0.0000,-0.4277,-0.2196,0.8359,-0.0021,0.6979,0.6075,3230.7800,0.0000
2020-01-31,148.0957,30.9852,6.8024,18.8400,1.3724,2.7713,0.0000,4.3900,2.0143,0.8849,60.1511,-3.0178,2.0844,0.8302,0.6645,-0.0731,-0.4315,-0.3133,0.0000,0.0000,-0.4289,-0.1555,0.8277,-0.1232,0.5458,0.5145,3225.5200,-0.0016
2020-02-29,135.4046,30.7297,6.6943,40.1100,0.8463,4.6306,0.0000,4.3900,2.1068,1.0107,55.6602,-6.2753,1.5842,0.7894,0.6146,2.8017,-0.4959,-0.2282,0.0000,0.0000,-0.3029,0.0958,0.6259,-0.4850,-0.0206,0.0807,2954.2200,-0.0856
2020-03-31,122.1668,24.8172,13.3929,53.5400,16.0018,32.8308,0.0000,4.3900,3.4182,1.1700,54.3286,-12.9694,1.0683,-0.1151,3.5705,4.0000,1.3798,1.0559,0.0000,0.0000,1.4725,0.4133,0.7776,-0.9629,-0.8713,0.0095,2584.5901,-0.2000
2020-04-30,139.4923,25.9274,19.6349,34.1500,28.7724,71.1172,0.0000,4.3900,3.4695,1.0234,64.7307,-16.5742,1.7301,0.0549,4.0000,1.9182,2.9249,2.7705,0.0000,0.0000,1.5352,0.1198,1.5700,-1.0048,-0.4613,-0.3480,2912.4299,-0.0985
2020-05-31,144.5199,27.3285,22.0537,27.5100,29.3775,84.2768,0.0000,4.3900,3.2800,0.9282,67.0753,-17.8917,1.9124,0.2695,4.0000,1.0423,2.9600,3.3116,0.0000,0.0000,1.2741,-0.0704,1.7140,-1.0215,-0.3711,-0.2186,3044.3101,-0.0577
2020-06-30,151.1786,28.8383,22.8245,30.4300,23.7894,85.0703,0.0000,4.3900,2.9132,0.9353,67.9355,-18.5838,2.1525,0.5006,4.0000,1.4205,2.2629,3.2940,0.0000,0.0000,0.7762,-0.0561,1.6387,-1.1421,-0.4919,-0.6225,3100.2900,-0.0404
2020-07-31,168.4138,29.5992,22.3867,24.4600,21.0739,83.8805,0.0000,4.3900,2.6895,0.8700,73.0290,-17.5397,2.7801,0.6165,4.0000,0.6356,1.9229,3.1933,0.0000,0.0000,0.4727,-0.1862,1.7732,-1.0775,-0.2718,-0.5727,3271.1201,0.0000
2020-08-31,178.8407,31.1582,22.8743,26.4100,18.4399,85.9180,0.0000,4.3900,2.6243,0.7994,76.1463,-18.1984,3.1304,0.8544,4.0000,0.8896,1.5985,3.2320,0.0000,0.0000,0.3837,-0.3265,1.8611,-1.1521,-0.2652,-0.4623,3500.3101,0.0000
2020-09-30,158.3367,30.8394,23.0322,26.3700,15.0332,78.8249,0.0000,4.3900,2.6848,0.8577,68.0698,-17.1850,2.3409,0.8036,4.0000,0.8823,1.1857,2.8912,0.0000,0.0000,0.4650,-0.2093,1.4434,-1.0740,-0.4793,-0.3318,3363.0000,-0.0392
2020-10-31,156.4346,31.2837,23.5081,38.0200,13.3168,77.7766,0.0000,4.3900,2.6532,0.9473,67.0117,-18.7592,2.2518,0.8700,4.0000,2.3924,0.9772,2.8131,0.0000,0.0000,0.4215,-0.0301,1.3663,-1.2592,-0.7258,-0.7545,3269.9600,-0.0658
2020-11-30,174.9028,32.4732,24.1566,20.5700,10.8380,78.0583,0.0000,4.3900,2.4265,0.9212,72.7380,-16.4353,2.9005,1.0504,4.0000,0.1127,0.6784,2.7923,0.0000,0.0000,0.1132,-0.0821,1.5431,-0.9820,-0.2276,-0.4162,3621.6299,0.0000
2020-12-31,176.8821,33.7656,24.7101,22.7500,9.8866,76.4258,0.0000,4.3900,2.2305,0.8794,73.5114,-16.6266,2.9357,1.2453,4.0000,0.3973,0.5632,2.6946,0.0000,0.0000,-0.1534,-0.1652,1.5814,-1.0587,-0.2639,-0.3932,3756.0701,0.0000
2021-01-31,176.1037,34.5124,25.8597,33.0900,8.6183,78.3619,0.0000,4.3900,2.1626,0.8994,73.0782,-18.5514,2.8721,1.3552,4.0000,1.7420,0.4101,2.7438,0.0000,0.0000,-0.2455,-0.1250,1.5458,-1.2652,-0.5121,-0.5883,3714.2400,-0.0111
2021-02-28,187.2643,35.1039,27.2062,27.9500,10.5630,82.5144,0.0000,4.3900,2.1632,0.8295,77.6438,-18.6126,3.2253,1.4404,4.0000,1.0678,0.6429,2.8789,0.0000,0.0000,-0.2445,-0.2640,1.7695,-1.2079,-0.2905,-0.5157,3811.1499,0.0000
2021-03-31,182.6234,35.0425,20.8073,19.4000,-8.2027,32.3040,0.0000,4.3900,2.1317,0.8602,69.8211,-9.3042,3.0198,1.4254,3.8876,-0.0485,-1.6095,0.8358,0.0000,0.0000,-0.2870,-0.2021,0.9452,-0.7377,-0.2125,-0.1501,3972.8899,0.0000
2021-04-30,194.8081,36.7198,16.0825,18.6100,-15.1265,16.9027,0.0000,4.3900,1.9724,0.8204,72.1338,-6.3446,3.3924,1.6743,2.6275,-0.1516,-2.4199,0.2091,0.0000,0.0000,-0.5042,-0.2809,0.8823,-0.4957,0.1712,-0.2277,4181.1699,0.0000
